zip,city,state,type
85032,Phoenix,AZ,STANDARD
85033,Phoenix,AZ,STANDARD
85034,Phoenix,AZ,STANDARD
85035,Phoenix,AZ,STANDARD
85036,Phoenix,AZ,PO BOX
85037,Phoenix,AZ,STANDARD
85038,Phoenix,AZ,PO BOX
85039,Phoenix,AZ,STANDARD
85040,Phoenix,AZ,STANDARD
85041,Phoenix,AZ,STANDARD
85042,Phoenix,AZ,STANDARD
85043,Phoenix,AZ,STANDARD
85044,Phoenix,AZ,STANDARD
85045,Phoenix,AZ,STANDARD
85046,Phoenix,AZ,PO BOX
85048,Phoenix,AZ,STANDARD
85050,Phoenix,AZ,STANDARD
85051,Phoenix,AZ,STANDARD
85053,Phoenix,AZ,STANDARD
85054,Phoenix,AZ,STANDARD
85055,Phoenix,AZ,STANDARD
85060,Phoenix,AZ,PO BOX
85061,Phoenix,AZ,PO BOX
85062,Phoenix,AZ,PO BOX
85063,Phoenix,AZ,PO BOX
85064,Phoenix,AZ,PO BOX
85065,Phoenix,AZ,STANDARD
85066,Phoenix,AZ,PO BOX
85067,Phoenix,AZ,PO BOX
85068,Phoenix,AZ,PO BOX
85069,Phoenix,AZ,PO BOX
85070,Phoenix,AZ,PO BOX
85071,Phoenix,AZ,PO BOX
85072,Phoenix,AZ,PO BOX
85073,Phoenix,AZ,STANDARD
85074,Phoenix,AZ,PO BOX
85075,Phoenix,AZ,PO BOX
85076,Phoenix,AZ,PO BOX
85077,Phoenix,AZ,UNIQUE
85078,Phoenix,AZ,PO BOX
85079,Phoenix,AZ,PO BOX
85080,Phoenix,AZ,PO BOX
85082,Phoenix,AZ,PO BOX
85083,Phoenix,AZ,STANDARD
85085,Phoenix,AZ,STANDARD
85086,Phoenix,AZ,STANDARD
85087,New River,AZ,STANDARD
85096,Phoenix,AZ,STANDARD
85097,Phoenix,AZ,STANDARD
85098,Phoenix,AZ,UNIQUE
85099,Phoenix,AZ,UNIQUE
85117,Apache Junction,AZ,PO BOX
85118,Gold Canyon,AZ,STANDARD
85119,Apache Junction,AZ,STANDARD
85120,Apache Junction,AZ,STANDARD
85121,Bapchule,AZ,PO BOX
85122,Casa Grande,AZ,STANDARD
85123,Arizona City,AZ,PO BOX
85127,Chandler Heights,AZ,PO BOX
85128,Coolidge,AZ,STANDARD
85130,Casa Grande,AZ,PO BOX
85131,Eloy,AZ,STANDARD
85132,Florence,AZ,STANDARD
85135,Hayden,AZ,PO BOX
85137,Kearny,AZ,STANDARD
85138,Maricopa,AZ,STANDARD
85139,Maricopa,AZ,STANDARD
85140,San Tan Valley,AZ,STANDARD
85141,Picacho,AZ,STANDARD
85142,Queen Creek,AZ,STANDARD
85143,San Tan Valley,AZ,STANDARD
85145,Red Rock,AZ,STANDARD
85147,Sacaton,AZ,PO BOX
85172,Stanfield,AZ,STANDARD
85173,Superior,AZ,STANDARD
85178,Apache Junction,AZ,PO BOX
85190,Tortilla Flat,AZ,PO BOX
85191,Valley Farms,AZ,PO BOX
85192,Winkelman,AZ,STANDARD
85193,Casa Grande,AZ,STANDARD
85194,Casa Grande,AZ,STANDARD
85201,Mesa,AZ,STANDARD
85202,Mesa,AZ,STANDARD
85203,Mesa,AZ,STANDARD
85204,Mesa,AZ,STANDARD
85205,Mesa,AZ,STANDARD
85206,Mesa,AZ,STANDARD
85207,Mesa,AZ,STANDARD
85208,Mesa,AZ,STANDARD
85209,Mesa,AZ,STANDARD
85210,Mesa,AZ,STANDARD
85211,Mesa,AZ,PO BOX
85212,Mesa,AZ,STANDARD
85213,Mesa,AZ,STANDARD
85214,Mesa,AZ,PO BOX
85215,Mesa,AZ,STANDARD
85216,Mesa,AZ,PO BOX
85217,Apache Junction,AZ,STANDARD
85218,Apache Junction,AZ,STANDARD
85219,Apache Junction,AZ,STANDARD
85220,Apache Junction,AZ,STANDARD
85221,Bapchule,AZ,PO BOX
85222,Casa Grande,AZ,STANDARD
85223,Arizona City,AZ,STANDARD
85224,Chandler,AZ,STANDARD
85225,Chandler,AZ,STANDARD
85226,Chandler,AZ,STANDARD
85227,Chandler Heights,AZ,STANDARD
85228,Coolidge,AZ,STANDARD
85230,Casa Grande,AZ,STANDARD
85231,Eloy,AZ,STANDARD
85232,Florence,AZ,STANDARD
85233,Gilbert,AZ,STANDARD
85234,Gilbert,AZ,STANDARD
85235,Hayden,AZ,PO BOX
85236,Higley,AZ,PO BOX
85237,Kearny,AZ,STANDARD
85238,Maricopa,AZ,STANDARD
85239,Maricopa,AZ,STANDARD
85240,Queen Creek,AZ,STANDARD
85241,Picacho,AZ,PO BOX
85242,Queen Creek,AZ,STANDARD
85243,Queen Creek,AZ,STANDARD
85244,Chandler,AZ,PO BOX
85245,Red Rock,AZ,PO BOX
85246,Chandler,AZ,PO BOX
85247,Sacaton,AZ,PO BOX
85248,Chandler,AZ,STANDARD
85249,Chandler,AZ,STANDARD
85250,Scottsdale,AZ,STANDARD
85251,Scottsdale,AZ,STANDARD
85252,Scottsdale,AZ,PO BOX
85253,Paradise Valley,AZ,STANDARD
85254,Scottsdale,AZ,STANDARD
85255,Scottsdale,AZ,STANDARD
85256,Scottsdale,AZ,STANDARD
85257,Scottsdale,AZ,STANDARD
85258,Scottsdale,AZ,STANDARD
85259,Scottsdale,AZ,STANDARD
85260,Scottsdale,AZ,STANDARD
85261,Scottsdale,AZ,PO BOX
85262,Scottsdale,AZ,STANDARD
85263,Rio Verde,AZ,STANDARD
85264,Fort Mcdowell,AZ,STANDARD
85266,Scottsdale,AZ,STANDARD
85267,Scottsdale,AZ,PO BOX
85268,Fountain Hills,AZ,STANDARD
85269,Fountain Hills,AZ,PO BOX
85271,Scottsdale,AZ,PO BOX
85272,Stanfield,AZ,STANDARD
85273,Superior,AZ,STANDARD
85274,Mesa,AZ,PO BOX
85275,Mesa,AZ,PO BOX
85277,Mesa,AZ,PO BOX
85278,Apache Junction,AZ,STANDARD
85279,Florence,AZ,STANDARD
85280,Tempe,AZ,PO BOX
85281,Tempe,AZ,STANDARD
85282,Tempe,AZ,STANDARD
85283,Tempe,AZ,STANDARD
85284,Tempe,AZ,STANDARD
85285,Tempe,AZ,PO BOX
85286,Chandler,AZ,STANDARD
85287,Tempe,AZ,UNIQUE
85288,Tempe,AZ,STANDARD
85289,Tempe,AZ,UNIQUE
85290,Apache Junction,AZ,STANDARD
85291,Valley Farms,AZ,PO BOX
85292,Winkelman,AZ,STANDARD
85293,Casa Grande,AZ,STANDARD
85294,Casa Grande,AZ,STANDARD
85295,Gilbert,AZ,STANDARD
85296,Gilbert,AZ,STANDARD
85297,Gilbert,AZ,STANDARD
85298,Gilbert,AZ,STANDARD
85299,Gilbert,AZ,PO BOX
85301,Glendale,AZ,STANDARD
85302,Glendale,AZ,STANDARD
85303,Glendale,AZ,STANDARD
85304,Glendale,AZ,STANDARD
85305,Glendale,AZ,STANDARD
85306,Glendale,AZ,STANDARD
85307,Glendale,AZ,STANDARD
85308,Glendale,AZ,STANDARD
85309,Luke Air Force Base,AZ,PO BOX
85310,Glendale,AZ,STANDARD
85311,Glendale,AZ,PO BOX
85312,Glendale,AZ,PO BOX
85313,Glendale,AZ,UNIQUE
85318,Glendale,AZ,PO BOX
85320,Aguila,AZ,PO BOX
85321,Ajo,AZ,STANDARD
85322,Arlington,AZ,STANDARD
85323,Avondale,AZ,STANDARD
85324,Black Canyon City,AZ,STANDARD
85325,Bouse,AZ,PO BOX
85326,Buckeye,AZ,STANDARD
85327,Cave Creek,AZ,PO BOX
85328,Cibola,AZ,STANDARD
85329,Cashion,AZ,PO BOX
85331,Cave Creek,AZ,STANDARD
85332,Congress,AZ,PO BOX
85333,Dateland,AZ,STANDARD
85334,Ehrenberg,AZ,PO BOX
85335,El Mirage,AZ,STANDARD
85336,San Luis,AZ,PO BOX
85337,Gila Bend,AZ,STANDARD
85338,Goodyear,AZ,STANDARD
85339,Laveen,AZ,STANDARD
85340,Litchfield Park,AZ,STANDARD
85341,Lukeville,AZ,PO BOX
85342,Morristown,AZ,STANDARD
85343,Palo Verde,AZ,PO BOX
85344,Parker,AZ,STANDARD
85345,Peoria,AZ,STANDARD
85346,Quartzsite,AZ,PO BOX
85347,Roll,AZ,STANDARD
85348,Salome,AZ,STANDARD
85349,San Luis,AZ,PO BOX
85350,Somerton,AZ,STANDARD
85351,Sun City,AZ,STANDARD
85352,Tacna,AZ,PO BOX
85353,Tolleson,AZ,STANDARD
85354,Tonopah,AZ,STANDARD
85355,Waddell,AZ,STANDARD
85356,Wellton,AZ,STANDARD
85357,Wenden,AZ,PO BOX
85358,Wickenburg,AZ,PO BOX
85359,Quartzsite,AZ,PO BOX
85360,Wikieup,AZ,PO BOX
85361,Wittmann,AZ,STANDARD
85362,Yarnell,AZ,PO BOX
85363,Youngtown,AZ,STANDARD
85364,Yuma,AZ,STANDARD
85365,Yuma,AZ,STANDARD
85366,Yuma,AZ,PO BOX
85367,Yuma,AZ,STANDARD
85369,Yuma,AZ,PO BOX
85371,Poston,AZ,PO BOX
85372,Sun City,AZ,PO BOX
85373,Sun City,AZ,STANDARD
85374,Surprise,AZ,STANDARD
85375,Sun City West,AZ,STANDARD
85376,Sun City West,AZ,PO BOX
85377,Carefree,AZ,PO BOX
85378,Surprise,AZ,STANDARD
85379,Surprise,AZ,STANDARD
85380,Peoria,AZ,PO BOX
85381,Peoria,AZ,STANDARD
85382,Peoria,AZ,STANDARD
85383,Peoria,AZ,STANDARD
85385,Peoria,AZ,PO BOX
85387,Surprise,AZ,STANDARD
85388,Surprise,AZ,STANDARD
85390,Wickenburg,AZ,STANDARD
85392,Avondale,AZ,STANDARD
85395,Goodyear,AZ,STANDARD
85396,Buckeye,AZ,STANDARD
85501,Globe,AZ,STANDARD
85502,Globe,AZ,PO BOX
85530,Bylas,AZ,PO BOX
85531,Central,AZ,PO BOX
85532,Claypool,AZ,PO BOX
85533,Clifton,AZ,STANDARD
85534,Duncan,AZ,STANDARD
85535,Eden,AZ,STANDARD
85536,Fort Thomas,AZ,PO BOX
85539,Miami,AZ,STANDARD
85540,Morenci,AZ,STANDARD
85541,Payson,AZ,STANDARD
85542,Peridot,AZ,STANDARD
85543,Pima,AZ,STANDARD
85544,Pine,AZ,STANDARD
85545,Roosevelt,AZ,STANDARD
85546,Safford,AZ,STANDARD
85547,Payson,AZ,PO BOX
85548,Safford,AZ,PO BOX
85550,San Carlos,AZ,PO BOX
85551,Solomon,AZ,PO BOX
85552,Thatcher,AZ,STANDARD
85553,Tonto Basin,AZ,PO BOX
85554,Young,AZ,PO BOX
85601,Arivaca,AZ,PO BOX
85602,Benson,AZ,STANDARD
85603,Bisbee,AZ,STANDARD
85605,Bowie,AZ,PO BOX
85606,Cochise,AZ,STANDARD
85607,Douglas,AZ,STANDARD
85608,Douglas,AZ,PO BOX
85609,Dragoon,AZ,PO BOX
85610,Elfrida,AZ,STANDARD
85611,Elgin,AZ,STANDARD
85613,Fort Huachuca,AZ,STANDARD
85614,Green Valley,AZ,STANDARD
85615,Hereford,AZ,STANDARD
85616,Huachuca City,AZ,STANDARD
85617,Mc Neal,AZ,STANDARD
85618,Mammoth,AZ,PO BOX
85619,Mount Lemmon,AZ,PO BOX
85620,Naco,AZ,PO BOX
85621,Nogales,AZ,STANDARD
85622,Green Valley,AZ,STANDARD
85623,Oracle,AZ,STANDARD
85624,Patagonia,AZ,STANDARD
85625,Pearce,AZ,STANDARD
85626,Pirtleville,AZ,PO BOX
85627,Pomerene,AZ,PO BOX
85628,Nogales,AZ,PO BOX
85629,Sahuarita,AZ,STANDARD
85630,Saint David,AZ,STANDARD
85631,San Manuel,AZ,STANDARD
85632,San Simon,AZ,STANDARD
85633,Sasabe,AZ,PO BOX
85634,Sells,AZ,STANDARD
85635,Sierra Vista,AZ,STANDARD
85636,Sierra Vista,AZ,PO BOX
85637,Sonoita,AZ,STANDARD
85638,Tombstone,AZ,STANDARD
85639,Topawa,AZ,PO BOX
85640,Tumacacori,AZ,STANDARD
85641,Vail,AZ,STANDARD
85643,Willcox,AZ,STANDARD
85644,Willcox,AZ,PO BOX
85645,Amado,AZ,STANDARD
85646,Tubac,AZ,PO BOX
85648,Rio Rico,AZ,STANDARD
85650,Sierra Vista,AZ,STANDARD
85652,Cortaro,AZ,PO BOX
85653,Marana,AZ,STANDARD
85654,Rillito,AZ,PO BOX
85655,Douglas,AZ,PO BOX
85658,Marana,AZ,STANDARD
85662,Nogales,AZ,PO BOX
85670,Fort Huachuca,AZ,PO BOX
85671,Sierra Vista,AZ,PO BOX
85701,Tucson,AZ,STANDARD
85702,Tucson,AZ,PO BOX
85703,Tucson,AZ,PO BOX
85704,Tucson,AZ,STANDARD
85705,Tucson,AZ,STANDARD
85706,Tucson,AZ,STANDARD
85707,Tucson,AZ,PO BOX
85708,Tucson,AZ,STANDARD
85709,Tucson,AZ,UNIQUE
85710,Tucson,AZ,STANDARD
85711,Tucson,AZ,STANDARD
85712,Tucson,AZ,STANDARD
85713,Tucson,AZ,STANDARD
85714,Tucson,AZ,STANDARD
85715,Tucson,AZ,STANDARD
85716,Tucson,AZ,STANDARD
85717,Tucson,AZ,PO BOX
85718,Tucson,AZ,STANDARD
85719,Tucson,AZ,STANDARD
85720,Tucson,AZ,PO BOX
85721,Tucson,AZ,UNIQUE
85722,Tucson,AZ,PO BOX
85723,Tucson,AZ,UNIQUE
85724,Tucson,AZ,UNIQUE
85725,Tucson,AZ,PO BOX
85726,Tucson,AZ,PO BOX
85728,Tucson,AZ,PO BOX
85730,Tucson,AZ,STANDARD
85731,Tucson,AZ,PO BOX
85732,Tucson,AZ,PO BOX
85733,Tucson,AZ,PO BOX
85734,Tucson,AZ,PO BOX
85735,Tucson,AZ,STANDARD
85736,Tucson,AZ,STANDARD
85737,Tucson,AZ,STANDARD
85738,Catalina,AZ,PO BOX
85739,Tucson,AZ,STANDARD
85740,Tucson,AZ,PO BOX
85741,Tucson,AZ,STANDARD
85742,Tucson,AZ,STANDARD
85743,Tucson,AZ,STANDARD
85744,Tucson,AZ,UNIQUE
85745,Tucson,AZ,STANDARD
85746,Tucson,AZ,STANDARD
85747,Tucson,AZ,STANDARD
85748,Tucson,AZ,STANDARD
85749,Tucson,AZ,STANDARD
85750,Tucson,AZ,STANDARD
85751,Tucson,AZ,PO BOX
85752,Tucson,AZ,PO BOX
85754,Tucson,AZ,PO BOX
85755,Tucson,AZ,STANDARD
85756,Tucson,AZ,STANDARD
85757,Tucson,AZ,STANDARD
85775,Tucson,AZ,UNIQUE
85777,Tucson,AZ,UNIQUE
85901,Show Low,AZ,STANDARD
85902,Show Low,AZ,PO BOX
85911,Cibecue,AZ,PO BOX
85912,White Mountain Lake,AZ,PO BOX
85920,Alpine,AZ,STANDARD
85922,Blue,AZ,STANDARD
85923,Clay Springs,AZ,PO BOX
85924,Concho,AZ,STANDARD
85925,Eagar,AZ,STANDARD
85926,Fort Apache,AZ,PO BOX
85927,Greer,AZ,STANDARD
85928,Heber,AZ,STANDARD
85929,Lakeside,AZ,STANDARD
85930,Mcnary,AZ,PO BOX
85931,Forest Lakes,AZ,PO BOX
85932,Nutrioso,AZ,PO BOX
85933,Overgaard,AZ,PO BOX
85934,Pinedale,AZ,PO BOX
85935,Pinetop,AZ,STANDARD
85936,Saint Johns,AZ,STANDARD
85937,Snowflake,AZ,STANDARD
85938,Springerville,AZ,STANDARD
85939,Taylor,AZ,PO BOX
85940,Vernon,AZ,PO BOX
85941,Whiteriver,AZ,PO BOX
85942,Woodruff,AZ,PO BOX
86001,Flagstaff,AZ,STANDARD
86002,Flagstaff,AZ,PO BOX
86003,Flagstaff,AZ,PO BOX
86004,Flagstaff,AZ,STANDARD
86005,Flagstaff,AZ,STANDARD
86011,Flagstaff,AZ,UNIQUE
86015,Bellemont,AZ,STANDARD
86016,Gray Mountain,AZ,PO BOX
86017,Munds Park,AZ,PO BOX
86018,Parks,AZ,PO BOX
86020,Cameron,AZ,PO BOX
86021,Colorado City,AZ,PO BOX
86022,Fredonia,AZ,STANDARD
86023,Grand Canyon,AZ,PO BOX
86024,Happy Jack,AZ,STANDARD
86025,Holbrook,AZ,STANDARD
86028,Petrified Forest Natl Pk,AZ,PO BOX
86029,Sun Valley,AZ,PO BOX
86030,Hotevilla,AZ,PO BOX
86031,Indian Wells,AZ,PO BOX
86032,Joseph City,AZ,PO BOX
86033,Kayenta,AZ,PO BOX
86034,Keams Canyon,AZ,PO BOX
86035,Leupp,AZ,PO BOX
86036,Marble Canyon,AZ,STANDARD
86038,Mormon Lake,AZ,STANDARD
86039,Kykotsmovi Village,AZ,PO BOX
86040,Page,AZ,PO BOX
86042,Polacca,AZ,PO BOX
86043,Second Mesa,AZ,PO BOX
86044,Tonalea,AZ,STANDARD
86045,Tuba City,AZ,PO BOX
86046,Williams,AZ,STANDARD
86047,Winslow,AZ,STANDARD
86052,North Rim,AZ,PO BOX
86053,Kaibeto,AZ,PO BOX
86054,Shonto,AZ,PO BOX
86301,Prescott,AZ,STANDARD
86302,Prescott,AZ,PO BOX
86303,Prescott,AZ,STANDARD
86304,Prescott,AZ,PO BOX
86305,Prescott,AZ,STANDARD
86312,Prescott Valley,AZ,PO BOX
86313,Prescott,AZ,PO BOX
86314,Prescott Valley,AZ,STANDARD
86315,Prescott Valley,AZ,STANDARD
86320,Ash Fork,AZ,PO BOX
86321,Bagdad,AZ,STANDARD
86322,Camp Verde,AZ,STANDARD
86323,Chino Valley,AZ,STANDARD
86324,Clarkdale,AZ,STANDARD
86325,Cornville,AZ,STANDARD
86326,Cottonwood,AZ,STANDARD
86327,Dewey,AZ,STANDARD
86329,Humboldt,AZ,PO BOX
86330,Prescott,AZ,STANDARD
86331,Jerome,AZ,PO BOX
86332,Kirkland,AZ,STANDARD
86333,Mayer,AZ,STANDARD
86334,Paulden,AZ,STANDARD
86335,Rimrock,AZ,STANDARD
86336,Sedona,AZ,STANDARD
86337,Seligman,AZ,PO BOX
86338,Skull Valley,AZ,PO BOX
86339,Sedona,AZ,PO BOX
86340,Sedona,AZ,PO BOX
86341,Sedona,AZ,PO BOX
86342,Lake Montezuma,AZ,PO BOX
86343,Crown King,AZ,PO BOX
86351,Sedona,AZ,STANDARD
86401,Kingman,AZ,STANDARD
86402,Kingman,AZ,PO BOX
86403,Lake Havasu City,AZ,STANDARD
86404,Lake Havasu City,AZ,STANDARD
86405,Lake Havasu City,AZ,PO BOX
86406,Lake Havasu City,AZ,STANDARD
86409,Kingman,AZ,STANDARD
86411,Hackberry,AZ,STANDARD
86412,Hualapai,AZ,PO BOX
86413,Golden Valley,AZ,STANDARD
86426,Fort Mohave,AZ,STANDARD
86427,Fort Mohave,AZ,PO BOX
86429,Bullhead City,AZ,STANDARD
86430,Bullhead City,AZ,PO BOX
86431,Chloride,AZ,PO BOX
86432,Littlefield,AZ,PO BOX
86433,Oatman,AZ,PO BOX
86434,Peach Springs,AZ,STANDARD
86435,Supai,AZ,PO BOX
86436,Topock,AZ,STANDARD
86437,Valentine,AZ,STANDARD
86438,Yucca,AZ,PO BOX
86439,Bullhead City,AZ,PO BOX
86440,Mohave Valley,AZ,STANDARD
86441,Dolan Springs,AZ,STANDARD
86442,Bullhead City,AZ,STANDARD
86443,Temple Bar Marina,AZ,STANDARD
86444,Meadview,AZ,STANDARD
86445,Willow Beach,AZ,STANDARD
86446,Mohave Valley,AZ,PO BOX
86502,Chambers,AZ,PO BOX
86503,Chinle,AZ,STANDARD
86504,Fort Defiance,AZ,PO BOX
86505,Ganado,AZ,STANDARD
86506,Houck,AZ,PO BOX
86507,Lukachukai,AZ,PO BOX
86508,Lupton,AZ,PO BOX
86510,Pinon,AZ,PO BOX
86511,Saint Michaels,AZ,PO BOX
86512,Sanders,AZ,PO BOX
86514,Teec Nos Pos,AZ,STANDARD
86515,Window Rock,AZ,PO BOX
86520,Blue Gap,AZ,PO BOX
86535,Dennehotso,AZ,PO BOX
86538,Many Farms,AZ,PO BOX
86540,Nazlini,AZ,PO BOX
86544,Red Valley,AZ,PO BOX
86545,Rock Point,AZ,PO BOX
86547,Round Rock,AZ,STANDARD
86555,Douglas,AZ,STANDARD
86556,Tsaile,AZ,PO BOX
87001,Algodones,NM,STANDARD
87002,Belen,NM,STANDARD
87004,Bernalillo,NM,STANDARD
87005,Bluewater,NM,STANDARD
87006,Bosque,NM,STANDARD
87007,Casa Blanca,NM,PO BOX
87008,Cedar Crest,NM,STANDARD
87009,Cedarvale,NM,STANDARD
87010,Cerrillos,NM,STANDARD
87011,Claunch,NM,PO BOX
87012,Coyote,NM,STANDARD
87013,Cuba,NM,STANDARD
87014,Cubero,NM,STANDARD
87015,Edgewood,NM,STANDARD
87016,Estancia,NM,STANDARD
87017,Gallina,NM,STANDARD
87018,Counselor,NM,PO BOX
87020,Grants,NM,STANDARD
87021,Milan,NM,PO BOX
87022,Isleta,NM,PO BOX
87023,Jarales,NM,STANDARD
87024,Jemez Pueblo,NM,STANDARD
87025,Jemez Springs,NM,STANDARD
87026,Laguna,NM,STANDARD
87027,La Jara,NM,STANDARD
87028,La Joya,NM,STANDARD
87029,Lindrith,NM,STANDARD
87031,Los Lunas,NM,STANDARD
87032,Mcintosh,NM,PO BOX
87034,Pueblo Of Acoma,NM,PO BOX
87035,Moriarty,NM,STANDARD
87036,Mountainair,NM,STANDARD
87037,Nageezi,NM,PO BOX
87038,New Laguna,NM,PO BOX
87040,Paguate,NM,PO BOX
87041,Pena Blanca,NM,STANDARD
87042,Peralta,NM,STANDARD
87043,Placitas,NM,STANDARD
87044,Ponderosa,NM,STANDARD
87045,Prewitt,NM,STANDARD
87046,Regina,NM,STANDARD
87047,Sandia Park,NM,STANDARD
87048,Corrales,NM,STANDARD
87049,San Fidel,NM,PO BOX
87051,San Rafael,NM,PO BOX
87052,Santo Domingo Pueblo,NM,STANDARD
87053,San Ysidro,NM,STANDARD
87056,Stanley,NM,STANDARD
87059,Tijeras,NM,STANDARD
87060,Tome,NM,PO BOX
87061,Torreon,NM,PO BOX
87062,Veguita,NM,STANDARD
87063,Willard,NM,STANDARD
87064,Youngsville,NM,STANDARD
87068,Bosque Farms,NM,STANDARD
87070,Clines Corners,NM,PO BOX
87072,Cochiti Pueblo,NM,PO BOX
87083,Cochiti Lake,NM,STANDARD
87101,Albuquerque,NM,STANDARD
87102,Albuquerque,NM,STANDARD
87103,Albuquerque,NM,PO BOX
87104,Albuquerque,NM,STANDARD
87105,Albuquerque,NM,STANDARD
87106,Albuquerque,NM,STANDARD
87107,Albuquerque,NM,STANDARD
87108,Albuquerque,NM,STANDARD
87109,Albuquerque,NM,STANDARD
87110,Albuquerque,NM,STANDARD
87111,Albuquerque,NM,STANDARD
87112,Albuquerque,NM,STANDARD
87113,Albuquerque,NM,STANDARD
87114,Albuquerque,NM,STANDARD
87115,Albuquerque,NM,STANDARD
87116,Albuquerque,NM,STANDARD
87117,Kirtland AFB,NM,UNIQUE
87119,Albuquerque,NM,PO BOX
87120,Albuquerque,NM,STANDARD
87121,Albuquerque,NM,STANDARD
87122,Albuquerque,NM,STANDARD
87123,Albuquerque,NM,STANDARD
87124,Rio Rancho,NM,STANDARD
87125,Albuquerque,NM,PO BOX
87131,Albuquerque,NM,UNIQUE
87144,Rio Rancho,NM,STANDARD
87151,Albuquerque,NM,UNIQUE
87153,Albuquerque,NM,PO BOX
87154,Albuquerque,NM,PO BOX
87158,Albuquerque,NM,UNIQUE
87165,Albuquerque,NM,PO BOX
87174,Rio Rancho,NM,PO BOX
87176,Albuquerque,NM,PO BOX
87181,Albuquerque,NM,PO BOX
87184,Albuquerque,NM,PO BOX
87185,Albuquerque,NM,PO BOX
87187,Albuquerque,NM,PO BOX
87190,Albuquerque,NM,PO BOX
87191,Albuquerque,NM,PO BOX
87192,Albuquerque,NM,PO BOX
87193,Albuquerque,NM,PO BOX
87194,Albuquerque,NM,PO BOX
87195,Albuquerque,NM,PO BOX
87196,Albuquerque,NM,PO BOX
87197,Albuquerque,NM,PO BOX
87198,Albuquerque,NM,PO BOX
87199,Albuquerque,NM,PO BOX
87301,Gallup,NM,STANDARD
87302,Gallup,NM,UNIQUE
87305,Gallup,NM,PO BOX
87310,Brimhall,NM,PO BOX
87311,Church Rock,NM,PO BOX
87312,Continental Divide,NM,STANDARD
87313,Crownpoint,NM,PO BOX
87315,Fence Lake,NM,STANDARD
87316,Fort Wingate,NM,PO BOX
87317,Gamerco,NM,STANDARD
87319,Mentmore,NM,PO BOX
87320,Mexican Springs,NM,PO BOX
87321,Ramah,NM,STANDARD
87322,Rehoboth,NM,PO BOX
87323,Thoreau,NM,STANDARD
87325,Tohatchi,NM,STANDARD
87326,Vanderwagen,NM,PO BOX
87327,Zuni,NM,PO BOX
87328,Navajo,NM,PO BOX
87347,Jamestown,NM,PO BOX
87357,Pinehill,NM,PO BOX
87364,Sheep Springs,NM,PO BOX
87365,Smith Lake,NM,PO BOX
87375,Yatahey,NM,PO BOX
87401,Farmington,NM,STANDARD
87402,Farmington,NM,STANDARD
87410,Aztec,NM,STANDARD
87412,Blanco,NM,STANDARD
87413,Bloomfield,NM,STANDARD
87415,Flora Vista,NM,STANDARD
87416,Fruitland,NM,STANDARD
87417,Kirtland,NM,STANDARD
87418,La Plata,NM,STANDARD
87419,Navajo Dam,NM,STANDARD
87420,Shiprock,NM,STANDARD
87421,Waterflow,NM,STANDARD
87455,Newcomb,NM,PO BOX
87461,Sanostee,NM,PO BOX
87499,Farmington,NM,PO BOX
87501,Santa Fe,NM,STANDARD
87502,Santa Fe,NM,PO BOX
87503,Santa Fe,NM,UNIQUE
87504,Santa Fe,NM,PO BOX
87505,Santa Fe,NM,STANDARD
87506,Santa Fe,NM,STANDARD
87507,Santa Fe,NM,STANDARD
87508,Santa Fe,NM,STANDARD
87509,Santa Fe,NM,UNIQUE
87510,Abiquiu,NM,STANDARD
87511,Alcalde,NM,PO BOX
87512,Amalia,NM,PO BOX
87513,Arroyo Hondo,NM,PO BOX
87514,Arroyo Seco,NM,PO BOX
87515,Canjilon,NM,PO BOX
87516,Canones,NM,STANDARD
87517,Carson,NM,PO BOX
87518,Cebolla,NM,PO BOX
87519,Cerro,NM,PO BOX
87520,Chama,NM,STANDARD
87521,Chamisal,NM,STANDARD
87522,Chimayo,NM,STANDARD
87523,Cordova,NM,PO BOX
87524,Costilla,NM,PO BOX
87525,Taos Ski Valley,NM,PO BOX
87527,Dixon,NM,PO BOX
87528,Dulce,NM,STANDARD
87529,El Prado,NM,STANDARD
87530,El Rito,NM,STANDARD
87531,Embudo,NM,STANDARD
87532,Espanola,NM,STANDARD
87533,Espanola,NM,PO BOX
87535,Glorieta,NM,STANDARD
87537,Hernandez,NM,STANDARD
87538,Ilfeld,NM,PO BOX
87539,La Madera,NM,STANDARD
87540,Lamy,NM,STANDARD
87543,Llano,NM,PO BOX
87544,Los Alamos,NM,STANDARD
87545,Los Alamos,NM,UNIQUE
87547,White Rock,NM,STANDARD
87548,Medanales,NM,PO BOX
87549,Ojo Caliente,NM,STANDARD
87551,Los Ojos,NM,STANDARD
87552,Pecos,NM,STANDARD
87553,Penasco,NM,STANDARD
87554,Petaca,NM,PO BOX
87556,Questa,NM,STANDARD
87557,Ranchos De Taos,NM,STANDARD
87558,Red River,NM,PO BOX
87560,Ribera,NM,STANDARD
87562,Rowe,NM,PO BOX
87564,San Cristobal,NM,PO BOX
87565,San Jose,NM,STANDARD
87566,Ohkay Owingeh,NM,STANDARD
87567,Santa Cruz,NM,STANDARD
87569,Serafina,NM,PO BOX
87571,Taos,NM,STANDARD
87573,Tererro,NM,STANDARD
87574,Tesuque,NM,PO BOX
87575,Tierra Amarilla,NM,STANDARD
87576,Trampas,NM,STANDARD
87577,Tres Piedras,NM,PO BOX
87578,Truchas,NM,PO BOX
87579,Vadito,NM,STANDARD
